usuario,estimulo,ar_ratio,fft_ratio,lomb_ratio,rmssd,sdnn
0,HRV_baseline,0.5818544693446444,0.21144098022737842,0.4729695235738248,10.222859155591868,11.437213626282322
0,HRV_olfative,0.5893506044502975,1.1107444717904154,0.511905548554286,3.8567048351449538,16.17898976283157
0,HRV_sound,0.5946233747133554,0.37515038532224726,0.45141374697427705,4.337337893224368,8.4358942503538
0,HRV_video,0.5843380116478942,1.4915877186263433,0.5131500900779082,3.2284595118526935,8.57747043339001
0,HRV_interactive,0.5951684415481955,2.294970138610147,0.5316003737233609,2.686052127762574,12.07570294603106
0,HRV_final,0.5918452226494502,1.2488108450476387,0.4023739194797876,3.66808684617896,6.25890753174745
1,HRV_baseline,0.5866737977141349,0.6499286470243606,0.44948317114183534,6.775010210972278,9.53520592809902
1,HRV_olfative,0.5842492404439249,5.841795085729188,0.4016530102612236,5.731888471921401,14.1323552561361
1,HRV_sound,0.5630567717936371,0.6581594491477527,0.5156559351693142,8.765679297720663,13.74108165986071
1,HRV_video,0.5697045978476455,0.23729094296841233,0.4565319803334773,12.4943299242007,14.32350637589883
1,HRV_interactive,0.5434611810218415,0.3094147284630132,0.4324648984059402,8.00552400746799,16.9529532636821
1,HRV_final,0.6141549886880587,1.5548295781959227,0.3433796608054786,8.433646545358929,12.21842211210357
2,HRV_baseline,0.5998147479225636,0.24229014608890395,0.5232110469143264,4.530597729822599,6.40696430507203
2,HRV_olfative,0.601142827593261,1.1121592424484448,0.4326159924152548,2.696976865033572,4.88233846624946
2,HRV_sound,0.5768213892558477,0.2565374572051713,0.5765628818221535,10.858954715207409,12.02788397046490
2,HRV_video,0.5898530048504225,0.5450540632088593,0.5103963827722618,3.764743743542906,7.24855789470726
2,HRV_interactive,0.6116253964956084,0.08712929324959402,0.5576701534249395,6.058117480007696,8.34993084050963
2,HRV_final,0.5806289639053531,0.2365688852157892,0.4939142731167145,7.386561468137976,8.84705643895543
3,HRV_baseline,0.5902905751258833,1.7735595993039641,0.4395826022895855,7.717866260180197,12.2077599362747
3,HRV_olfative,0.5792127065360757,0.8798179174473427,0.5577190896937987,10.074228753896532,14.28454656873241
3,HRV_sound,0.5931890133182688,1.589599238237784,0.41272515421733974,3.9192465892261095,7.13587002419818
3,HRV_video,0.5694200575318332,0.45158784391671825,0.4946305562256881,6.392294726517993,8.81484021585142
3,HRV_interactive,0.6153829276994655,1.1081617290139127,0.4342622308036893,2.7733713752483147,6.14817683758743
3,HRV_final,0.6156159745625344,0.6835022393903238,0.4757582675002834,2.2957343640753107,4.21112734766412
4,HRV_baseline,0.5922721404986929,0.7163818399050911,0.4741343913021312,5.207306497185603,7.35823506825074
4,HRV_olfative,0.5928186541401461,0.8136136456934092,0.4633844433311354,4.035556254807296,6.75267305114347
4,HRV_sound,0.6010137653953103,1.0222941240150416,0.48462341692774463,3.426619595797677,7.143532226716807
4,HRV_video,0.5731510055866462,0.17007657132958665,0.46980558263497624,3.2887990782270418,9.48347365251502
4,HRV_interactive,0.6006239503337915,5.609050518562331,0.4610904206176125,2.602851213013547,4.87998377959082
4,HRV_final,0.5982605867229402,0.8862683309999626,0.402446775904379,4.2047592083257275,5.31001986205714
5,HRV_baseline,0.5927593574740976,1.9136234833876051,0.6141750148132988,1.7486425477719623,3.49275886160523
5,HRV_olfative,0.5900080834502459,1.4784691409472086,0.24745477993388407,2.383498085361847,4.24295701243464
